Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI,ind_ggplot_depend_import_suggest,ind_gg,ind_ggplot_in_description,ind_extension_in_description,ext_score
GGally,2.2.1,NA,"R (>= 3.1), ggplot2 (>= 3.4.4)","dplyr (>= 1.0.0), tidyr (>= 1.3.0), grDevices, grid, ggstats,
gtable (>= 0.2.0), lifecycle, plyr (>= 1.8.3), progress,
RColorBrewer, rlang, scales (>= 1.1.0), utils, magrittr",NA,"broom (>= 0.7.0), broom.helpers (>= 1.3.0), chemometrics,
geosphere (>= 1.5-1), ggforce, Hmisc, igraph (>= 1.0.1),
intergraph (>= 2.0-2), labelled, maps (>= 3.1.0), mapproj,
nnet, network (>= 1.17.1), scagnostics, sna (>= 2.3-2),
survival, rmarkdown, roxygen2, testthat, crosstalk, knitr,
spelling, emmeans, vdiffr",NA,GPL (>= 2.0),NA,NA,NA,NA,9acff4b4e2fd3197ac98fada1266434a,no,NA,"Barret Schloerke [aut, cre],
  Di Cook [aut, ths],
  Joseph Larmarange [aut],
  Francois Briatte [aut],
  Moritz Marbach [aut],
  Edwin Thoen [aut],
  Amos Elberg [aut],
  Ott Toomet [ctb],
  Jason Crowley [aut],
  Heike Hofmann [ths],
  Hadley Wickham [ths]","c(
    person(""Barret"", ""Schloerke"", role = c(""aut"", ""cre""), email = ""schloerke@gmail.com""),
    person(""Di"", ""Cook"", role = c(""aut"", ""ths""), email = ""dicook@monash.edu""),
    person(""Joseph"", ""Larmarange"", role = ""aut"", email = ""joseph@larmarange.net""),
    person(""Francois"", ""Briatte"", role = ""aut"", email = ""f.briatte@gmail.com""),
    person(""Moritz"", ""Marbach"", role = ""aut"", email = ""mmarbach@mail.uni-mannheim.de""),
    person(""Edwin"", ""Thoen"", role = ""aut"", email = ""edwinthoen@gmail.com""),
    person(""Amos"", ""Elberg"", role = ""aut"", email = ""amos.elberg@gmail.com""),
    person(""Ott"", ""Toomet"", role = ""ctb"", email = ""otoomet@gmail.com""),
    person(""Jason"", ""Crowley"", role = ""aut"", email = ""crowley.jason.s@gmail.com""),
    person(""Heike"", ""Hofmann"", role = ""ths"", email = ""hofmann@iastate.edu""),
    person(""Hadley"", ""Wickham"", role = ""ths"", email = ""h.wickham@gmail.com"")
    )",NA,https://github.com/ggobi/ggally/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-14 00:53:32 UTC,"
    The R package 'ggplot2' is a plotting system based on the grammar of graphics.
    'GGally' extends 'ggplot2' by adding several functions
    to reduce the complexity of combining geometric objects with transformed data.
    Some of these functions include a pairwise plot matrix, a two group pairwise plot
    matrix, a parallel coordinates plot, a survival plot, and several functions to
    plot networks.",UTF-8,NA,en-US,true,NA,yes,NA,Barret Schloerke <schloerke@gmail.com>,NA,2024-02-13 19:02:36 UTC; barret,lifecycle,NA,NA,openssl,Extension to 'ggplot2',Package,"https://ggobi.github.io/ggally/, https://github.com/ggobi/ggally",NA,NA,NA,NA,NA,2024-02-14,"freqparcoord, GGPA, RHMS","adventr, alevinQC, AntMAN, BasketballAnalyzeR, BayesSurvive, BGGM, bootcluster, brinton, CARBayes, CARBayesST, Certara.Xpose.NLME, CeTF, CINNA, citrus, CluMSID, clustrd, communication, conserveR, corrViz, cvasi, cyanoFilter, demodelr, DescribeDisplay, discourseGT, EGAnet, ezEDA, fastml, fect, finalfit, fingerPro, FPDclustering, gatom, GeomxTools, ggbio, ggmcmc, GGMncv, GGMnonreg, ggPMX, ggquickeda, ggtreeSpace, growthPheno, gsynth, GUEST, hmer, ICSClust, ICtest, imageData, InflectSSP, iNZightRegression, isomiRs, ITNr, jarbes, jmv, jsmodule, klovan, MAINT.Data, MCbiclust, metan, metanetwork, mgcViz, mitch, MixLFA, mlergm, mlr3shiny, MRPC, MSclust, multilandr, NetworkChange, NPflow, OutliersO3, PAsso, PhosR, PopGenReport, protGear, psbcSpeedUp, psyntur, randomForestExplainer, rassta, rbioacc, robCompositions, RQdeltaCT, rrr, rwty, scPipe, SeqSQC, simmr, SmartEDA, SpectralClMixed, staRdom, statVisual, systemPipeTools, tidyCDISC, tidycomm, tip, TOAST, TVTB, UNCOVER, vidger, vivid, webSDM, WOTPLY, WRSS, xpose.xtras",NA,"airGR, AlleleShift, AlpsNMR, BAS, BindingSiteFinder, bruceR, cassowaryr, clustTMB, codebook, comparer, counterfactuals, coveffectsplot, covsim, cubble, dataquieR, descriptio, DEXiR, ecostats, EMMIXmfa, fic, fpp2, GENESIS, ggpcp, ibawds, innsight, ipsRdbs, loon.ggplot, MAST, miaSim, microeco, miWQS, mlr3viz, mlrMBO, MOFA2, mvMAPIT, nzelect, ParamHelpers, plotly, PPforest, qualvar, QuantNorm, ridgetorus, robustbase, rosetta, rsurv, sageR, seer, shapr, SHELF, SightabilityModel, SimBIID, simdata, spinifex, spup, survstan, tidybulk, tidyseurat, tidySingleCellExperiment, tsfeatures, ubiquity, ufs, ushr, velociraptor, vsp, WRS2",NA,NA,10.32614/CRAN.package.GGally,TRUE,TRUE,TRUE,FALSE,2
ggalt,0.4.0,NA,"R (>= 3.2.0), ggplot2 (>= 2.2.1)","utils, graphics, grDevices, dplyr, RColorBrewer, KernSmooth,
proj4, scales, grid, gtable, ash, maps, MASS, extrafont,
tibble, plotly (>= 3.4.1)",NA,"testthat, gridExtra, knitr, rmarkdown, ggthemes, reshape2",NA,AGPL + file LICENSE,NA,NA,NA,NA,577a558a4d4edfb47160b64f6a3a951c,no,NA,"Bob Rudis [aut, cre],
  Ben Bolker [aut, ctb] (Encircling & additional splines),
  Ben Marwick [ctb] (General codebase cleanup),
  Jan Schulz [aut, ctb] (Annotations),
  Rosen Matev [ctb] (Original annotate_textp implementation on
    stackoverflow),
  ProPublica [dtc] (StateFace font)","c(
      person(""Bob"", ""Rudis"", email = ""bob@rud.is"", role = c(""aut"", ""cre"")),
      person(""Ben"", ""Bolker"", comment=""Encircling & additional splines"", role = c(""aut"", ""ctb"")),
      person(""Ben"", ""Marwick"", comment=""General codebase cleanup"", role = c(""ctb"")),
      person(""Jan"", ""Schulz"", comment=""Annotations"", role = c(""aut"", ""ctb"")),
      person(""Rosen"", ""Matev"", role=""ctb"", comment=""Original annotate_textp implementation on stackoverflow""),
      person(""ProPublica"", role=""dtc"", comment=""StateFace font"")
    )",NA,https://github.com/hrbrmstr/ggalt/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'annotate_textp.r' 'coord_proj.r' 'formatters.r' 'fortify.r'
'geom2plotly.r' 'geom_ash.r' 'geom_bkde.r' 'geom_bkde2d.r'
'geom_dumbbell.R' 'geom_cartogram.r' 'geom_encircle.r'
'geom_lollipop.r' 'geom_table.r' 'geom_twoway_bar.r'
'geom_xspline.r' 'geom_xspline2.r' 'stat-stepribbon.r'
'ggalt-package.r' 'grob_absolute.r' 'guide_axis.r'
'stateface.r' 'utils.r' 'zzz.r'",NA,NA,NA,NA,NA,2017-02-15 18:16:00,"A compendium of new geometries, coordinate systems, statistical 
    transformations, scales and fonts for 'ggplot2', including splines, 1d and 2d densities, 
    univariate average shifted histograms, a new map coordinate system based on the 
    'PROJ.4'-library along with geom_cartogram() that mimics the original functionality of 
    geom_map(), formatters for ""bytes"", a stat_stepribbon() function, increased 'plotly'
    compatibility and the 'StateFace' open source font 'ProPublica'. Further new 
    functionality includes lollipop charts, dumbbell charts, the ability to encircle
    points and coordinate-system-based text annotations.",UTF-8,NA,NA,true,NA,NA,NA,Bob Rudis <bob@rud.is>,NA,2017-02-14 18:43:58 UTC; bob,NA,NA,NA,NA,"Extra Coordinate Systems, 'Geoms', Statistical Transformations,
Scales and Fonts for 'ggplot2'",NA,https://github.com/hrbrmstr/ggalt,NA,knitr,NA,NA,NA,2017-02-15,NA,"colorrepel, DDPNA, ggmsa, TransProR, vivid",NA,"causalCmprsk, EnhancedVolcano, PCAtools, tbrf, textplot, tntpr, topicmodels.etm",NA,NA,10.32614/CRAN.package.ggalt,TRUE,TRUE,TRUE,FALSE,2
gganimate,1.0.9,NA,ggplot2 (>= 3.5.0),"cli, glue, grDevices, grid, lifecycle, progress, rlang,
scales, stringi, transformr (>= 0.1.5), tweenr (>= 2.0.3),
utils, vctrs",NA,"av, base64enc, covr, gifski (>= 1.4.3), htmltools, knitr,
magick, ragg, rmarkdown, sf, svglite, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,9be9453ae809aa81f1722f2215681edb,no,NA,"Thomas Lin Pedersen [aut, cre]
    (<https://orcid.org/0000-0002-5147-4711>),
  David Robinson [aut],
  Posit, PBC [cph, fnd]","c(
    person(""Thomas Lin"", ""Pedersen"", , ""thomasp85@gmail.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-5147-4711"")),
    person(""David"", ""Robinson"", , ""admiral.david@gmail.com"", role = ""aut""),
    person(""Posit, PBC"", role = c(""cph"", ""fnd""))
  )",NA,https://github.com/thomasp85/gganimate/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'aaa.R' 'anim_save.R' 'animate.R' 'animation_store.R'
'ease-aes.R' 'gganim.R' 'gganimate-ggproto.R'
'gganimate-package.r' 'ggplot2_reimpl.R' 'group_column.R'
'import-standalone-obj-type.R'
'import-standalone-types-check.R' 'layer_type.R'
'match_shapes.R' 'plot-build.R' 'post_process.R' 'renderers.R'
'scene.R' 'shadow-.R' 'shadow-mark.R' 'shadow-null.R'
'shadow-trail.R' 'shadow-wake.R' 'transformr.R' 'transition-.R'
'transition-components.R' 'transition-events.R'
'transition-filter.R' 'transition-manual.R'
'transition-layers.R' 'transition-null.R' 'transition-states.R'
'transition-time.R' 'transition_reveal.R' 'transmute-.R'
'transmute-enter.R' 'transmute-exit.R' 'transmuters.R'
'tween_before_stat.R' 'view-.R' 'view-follow.R' 'view-static.R'
'view-step.R' 'view-step-manual.R' 'view-zoom.R'
'view-zoom-manual.R' 'zzz.R'",NA,NA,NA,NA,NA,2024-02-27 14:00:03 UTC,"The grammar of graphics as implemented in the 'ggplot2'
    package has been successful in providing a powerful API for creating
    static visualisation. In order to extend the API for animated graphics
    this package provides a completely new set of grammar, fully
    compatible with 'ggplot2' for specifying transitions and animations in
    a flexible and extensible way.",UTF-8,NA,NA,NA,NA,NA,NA,Thomas Lin Pedersen <thomasp85@gmail.com>,NA,2024-02-27 12:19:51 UTC; thomas,NA,NA,NA,NA,A Grammar of Animated Graphics,Package,"https://gganimate.com, https://github.com/thomasp85/gganimate",NA,knitr,NA,NA,NA,2024-02-27,gamblers.ruin.gameplay,"animbook, cellularautomata, cleanTS, corona, corrViz, drhutools, Dune, dynaSpec, EmiR, ferrn, ggsmc, HVT, Isinglandr, karel, plotdap, rcontroll, simlandr, spinifex",NA,"AlleleShift, anscombiser, cheem, climaemet, contsurvplot, dartR.base, ggpattern, ggraph, IBMPopSim, inferCSN, MagmaClustR, manynet, modelbased, move2, multiverse, musicXML, nosoi, ordbetareg, pdxTrees, rerddapXtracto, rFIA, rfm, sequenceR, slendr, sportyR, spreadr, SSOSVM, thematic, tidybayes",NA,NA,10.32614/CRAN.package.gganimate,TRUE,TRUE,TRUE,FALSE,2
ggarchery,0.4.3,NA,R (>= 4.0.0),"ggplot2, purrr, magrittr, tidyr, dplyr, glue, rlang, grid",NA,NA,NA,GPL-3,NA,NA,NA,NA,e4af27f2342401acbf73f463662681c8,no,NA,"Matthew Hall [aut, cre]","person(""Matthew"", ""Hall"", , ""matthew.hall@bdi.ox.ac.uk"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'legend-draw-ggarchery.R' 'geom-arrowsegment.R' 'ggproto.R'
'position-attractsegment.R'",NA,NA,NA,NA,NA,2024-03-28 09:20:03 UTC,"Geoms for placing arrowheads at multiple points along a segment, not just at the end; position function to shift starts and ends of arrows to avoid exactly intersecting points.",UTF-8,NA,NA,NA,NA,NA,NA,Matthew Hall <matthew.hall@bdi.ox.ac.uk>,NA,2024-03-27 16:25:27 UTC; mhall,NA,NA,NA,NA,Flexible Segment Geoms with Arrows for 'ggplot2',Package,https://github.com/mdhall272/ggarchery,NA,NA,NA,NA,NA,2024-03-28,NA,transPlotR,NA,enrichplot,NA,NA,10.32614/CRAN.package.ggarchery,TRUE,TRUE,FALSE,FALSE,1
ggarrow,0.1.0,NA,ggplot2 (>= 3.5.0),"cli, grid, polyclip, rlang (>= 1.1.0), scales, utils, vctrs",NA,"covr, knitr, rmarkdown, testthat (>= 3.0.0), vdiffr",NA,MIT + file LICENSE,NA,NA,NA,NA,ac15c4143e6b159b8913352f49598eb0,no,NA,"Teun van den Brand [aut, cre] (<https://orcid.org/0000-0002-9335-7468>)","
    person(given = ""Teun"",
           family = ""van den Brand"",
           role = c(""aut"", ""cre""),
           email = ""tahvdbrand@gmail.com"",
           comment = c(ORCID = ""0000-0002-9335-7468""))",NA,https://github.com/teunbrand/ggarrow/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-06-05 19:30:11 UTC,"A 'ggplot2' extension that adds specialised arrow geometry layers. 
    It offers more arrow options than the standard 'grid' arrows that 
    are built-in many line-based geom layers.",UTF-8,NA,NA,NA,NA,NA,NA,Teun van den Brand <tahvdbrand@gmail.com>,NA,2024-06-04 19:20:57 UTC; Teun,NA,NA,NA,NA,Arrows for 'ggplot2',NA,"https://teunbrand.github.io/ggarrow/,
https://github.com/teunbrand/ggarrow",NA,knitr,NA,NA,NA,2024-06-05,NA,NA,NA,arrowheadr,NA,NA,10.32614/CRAN.package.ggarrow,TRUE,TRUE,TRUE,TRUE,3
ggautomap,0.3.2,NA,"R (>= 4.1),","cartographer (>= 0.2), cli (>= 3.4.0), dplyr (>= 1.0.0),
ggmapinset (>= 0.3), ggplot2 (>= 3.4.2), packcircles (>=
0.3.4), rlang (>= 1.0.0), sf (>= 1.0), tidyr (>= 1.2.0), vctrs
(>= 0.4.0)",NA,"ggrepel, knitr, nswgeo, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,3ad77f04fe30d81ad4f34100c4c967e1,no,NA,"Carl Suster [aut, cre] (<https://orcid.org/0000-0001-7021-9380>),
  Western Sydney Local Health District, NSW Health [cph]","
    c(person(given = ""Carl"",
             family = ""Suster"",
             email = ""Carl.Suster@health.nsw.gov.au"",
             role = c(""aut"", ""cre""),
             comment = c(ORCID = ""0000-0001-7021-9380"")),
      person(""Western Sydney Local Health District, NSW Health"",
             role = ""cph""))",NA,https://github.com/cidm-ph/ggautomap/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'aaa.R' 'stat_automap.R' 'stat_automap_coords.R'
'choropleth.R' 'configure_inset.R' 'coord_automap.R' 'crs.R'
'geom_boundaries.R' 'geom_centroids.R' 'geoscatter.R'
'ggautomap-package.R' 'position_circle_repel.R'",NA,NA,NA,NA,NA,2023-05-24 09:00:02 UTC,"Mapping tools that convert place names to coordinates on the fly.
    These 'ggplot2' extensions make maps from a data frame where one of the
    columns contains place names, without having to directly work with the
    underlying geospatial data and tools. The corresponding map data must be
    registered with 'cartographer' either by the user or by another package.",UTF-8,NA,NA,NA,NA,NA,NA,Carl Suster <Carl.Suster@health.nsw.gov.au>,NA,2023-05-23 23:15:45 UTC; csuster,NA,NA,NA,NA,Create Maps from a Column of Place Names,Package,"https://github.com/cidm-ph/ggautomap,
https://cidm-ph.github.io/ggautomap/",NA,knitr,NA,NA,NA,2023-05-24,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggautomap,TRUE,TRUE,TRUE,TRUE,3
ggbeeswarm,0.7.2,NA,"R (>= 3.5.0), ggplot2 (>= 3.3.0)","beeswarm, lifecycle, vipor, cli",NA,gridExtra,NA,GPL (>= 3),NA,NA,NA,NA,b062f40a143df3d06b1865e89544438c,no,NA,"Erik Clarke [aut, cre],
  Scott Sherrill-Mix [aut],
  Charlotte Dawson [aut]","c(
    person(given=""Erik"", family=""Clarke"", role=c(""aut"", ""cre""), email=""erikclarke@gmail.com""),
    person(given=""Scott"", family=""Sherrill-Mix"", role=c(""aut""), email=""sherrillmix@gmail.com""),
    person(given=""Charlotte"", family=""Dawson"", role=c(""aut""), email=""csdaw@outlook.com""))",NA,https://github.com/eclarke/ggbeeswarm/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-28,2023-04-29 21:40:02 UTC,"Provides two methods of plotting categorical scatter plots such
    that the arrangement of points within a category reflects the density of
    data at that region, and avoids over-plotting.",UTF-8,NA,NA,NA,NA,NA,NA,Erik Clarke <erikclarke@gmail.com>,NA,2023-04-29 20:56:12 UTC; erik,NA,NA,NA,NA,Categorical Scatter (Violin Point) Plots,Package,https://github.com/eclarke/ggbeeswarm,NA,NA,NA,NA,NA,2023-04-29,NA,"cogeqc, CRMetrics, cytomapper, dabestr, dreamlet, esci, ggquickeda, ggrastr, hmer, InteractionPoweR, interpretCI, miloR, mshap, NanoStringNCTools, rbiom, samesies, scater, scCustomize, sistmr, spotoroo, tidyplots, YAPSA",NA,"afex, audiometry, bench, BloodCancerMultiOmics2017, celltrackR, cvequality, DepInfeR, ggprism, ggrepel, iNZightPlots, lay, model4you, nestedcv, pcutils, pixarfilms, SCpubr, serocalculator, shapr, TOP, vipor",NA,NA,10.32614/CRAN.package.ggbeeswarm,TRUE,TRUE,FALSE,FALSE,1
ggbiplot,0.6.2,NA,"R (>= 3.5.0), ggplot2",scales,NA,"corrplot, dplyr, MASS, broom, tidyr",NA,GPL-2,NA,NA,NA,NA,ad05e753b93a1c517462240db51731d4,no,NA,"Vincent Q. Vu [aut] (<https://orcid.org/0000-0002-4689-0497>),
  Michael Friendly [aut, cre] (<https://orcid.org/0000-0002-3237-0941>),
  Aghasi Tavadyan [ctb]","c(
    person(c(""Vincent"", ""Q.""), ""Vu"", , ""vqv@stat.osu.edu"", role = c(""aut""),
            comment = c(ORCID = ""0000-0002-4689-0497"")),
    person(""Michael"", ""Friendly"", , ""friendly@yorku.ca"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-3237-0941"")),
    person(""Aghasi"", ""Tavadyan"", ,  ""a.tavadyan@gmail.com"", role = ""ctb"")
           )",NA,https://github.com/friendly/ggbiplot/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-06,2024-01-08 23:10:11 UTC,"A 'ggplot2' based implementation of biplots, giving a representation of a dataset in
    a two dimensional space accounting for the greatest variance, together with variable vectors
    showing how the data variables relate to this space. It provides a 
    replacement for stats::biplot(), but with many enhancements to control the analysis and
    graphical display. It implements 
    biplot and scree plot methods which can be used with the results of prcomp(), princomp(),
    FactoMineR::PCA(), ade4::dudi.pca() or MASS::lda() and can be customized using 'ggplot2' techniques.",UTF-8,NA,en-US,true,NA,NA,NA,Michael Friendly <friendly@yorku.ca>,NA,2024-01-08 15:42:14 UTC; friendly,NA,NA,NA,NA,A Grammar of Graphics Implementation of Biplots,Package,"https://github.com/friendly/ggbiplot,
https://friendly.github.io/ggbiplot/",NA,NA,NA,NA,NA,2024-01-08,NA,CoDaLoMic,NA,pPCA,NA,NA,10.32614/CRAN.package.ggbiplot,TRUE,TRUE,TRUE,FALSE,2
ggblanket,12.2.0,NA,R (>= 4.2.0),"colorspace, dplyr (>= 1.0.4), farver, forcats, ggblend,
ggplot2 (>= 3.5.1), grid, hms (>= 0.5.0), labelled, lubridate
(>= 1.7.8), purrr, rlang (>= 1.1.0), scales (>= 1.3.0),
snakecase, stringr (>= 1.3.0), tidyr (>= 1.0.0), tidyselect (>=
1.2.0), viridisLite",NA,"spelling, hexbin, isoband, knitr, palmerpenguins, patchwork,
quantreg, rmarkdown, sf, testthat (>= 3.0.0), tibble, vdiffr,
viridis",NA,MIT + file LICENSE,NA,NA,NA,NA,4f27baaede239744e6481f96062c12c9,no,NA,"David Hodge [aut, cre, cph] (<https://orcid.org/0000-0002-3868-7501>)","
    person(""David"", ""Hodge"", , ""davidhodge931@gmail.com"", role = c(""aut"", ""cre"", ""cph""),
           comment = c(ORCID = ""0000-0002-3868-7501""))",NA,https://github.com/davidhodge931/ggblanket/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-10 23:40:02 UTC,"Simplify 'ggplot2' visualisation with 'ggblanket' wrapper
    functions.",UTF-8,NA,en-GB,NA,NA,NA,NA,David Hodge <davidhodge931@gmail.com>,NA,2025-03-10 23:24:59 UTC; david,NA,NA,NA,NA,Simplify 'ggplot2' Visualisation,NA,"https://davidhodge931.github.io/ggblanket/,
https://github.com/davidhodge931/ggblanket",NA,knitr,NA,NA,NA,2025-03-10,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggblanket,TRUE,TRUE,TRUE,FALSE,2
ggblend,0.1.0,NA,R (>= 4.2),"methods, grid, ggplot2 (>= 3.4.0), rlang",NA,"covr, testthat (>= 3.0.0), fontquiver, showtext, sysfonts,
ggnewscale",NA,MIT + file LICENSE,NA,NA,NA,NA,bef691b931d22a3fad215d4eacd3dd38,no,NA,"Matthew Kay [aut, cre, cph] (<https://orcid.org/0000-0001-9446-0419>)","
    person(""Matthew"", ""Kay"", , ""mjskay@northwestern.edu"", role = c(""aut"", ""cre"", ""cph""),
           comment = c(ORCID = ""0000-0001-9446-0419""))",NA,https://github.com/mjskay/ggblend/issues/new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-22 08:30:05 UTC,"Algebra of operations for blending, copying, adjusting, and 
    compositing layers in 'ggplot2'. Supports copying and adjusting the 
    aesthetics or parameters of an existing layer, partitioning a layer 
    into multiple pieces for re-composition, applying affine transformations
    to layers, and combining layers (or partitions of layers) using blend modes
    (including commutative blend modes, like multiply and darken). Blend 
    mode support is particularly useful for creating plots with overlapping 
    groups where the layer drawing order does not change the output; 
    see Kindlmann and Scheidegger (2014) <doi:10.1109/TVCG.2014.2346325>.",UTF-8,NA,en-US,NA,NA,NA,NA,Matthew Kay <mjskay@northwestern.edu>,NA,2023-05-21 04:21:44 UTC; matth,NA,NA,NA,NA,Blending and Compositing Algebra for 'ggplot2',NA,"https://mjskay.github.io/ggblend/,
https://github.com/mjskay/ggblend/",NA,NA,NA,NA,NA,2023-05-22,NA,ggblanket,NA,NA,NA,NA,10.32614/CRAN.package.ggblend,TRUE,TRUE,TRUE,FALSE,2
ggborderline,0.2.0,NA,NA,"cli, ggplot2, rlang, utils, vctrs",NA,testthat (>= 3.0.0),NA,MIT + file LICENSE,NA,NA,NA,NA,060048f76a16f505825851bb22b64f59,no,NA,Jacob Scott,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-25 13:45:14 UTC,"A set of geometries to make line plots a little bit nicer. Use 
    along with 'ggplot2' to:
    - Improve the clarity of line plots with many overlapping lines
    - Draw more realistic worms.",UTF-8,NA,NA,NA,NA,NA,NA,Jacob Scott <jscott2718@gmail.com>,NA,2022-10-25 12:43:14 UTC; JSCOTT4,NA,NA,NA,NA,Line Plots that Pop,Package,"https://github.com/wurli/ggborderline,
https://wurli.github.io/ggborderline/",NA,NA,NA,NA,NA,2022-10-25,NA,NA,NA,spiro,NA,NA,10.32614/CRAN.package.ggborderline,TRUE,TRUE,TRUE,FALSE,2
ggbrace,0.1.1,NA,R (>= 4.3),"ggplot2 (>= 3.4.2), stats (>= 4.3.1)",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,2b3537c91c545bd92bb01483827c5aee,no,NA,"Nicolas Huber [aut, cre, cph]","
    person(""Nicolas"", ""Huber"", , ""info.huber@aol.de"", role = c(""aut"", ""cre"", ""cph""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-02-20 20:30:02 UTC,"Provides curly braces in 'ggplot2' plus matching text.
    stat_brace() plots braces partially in the confines of data so that the brace is set apart from it.
    stat_bracetext() plots corresponding text, fitting to the braces from stat_brace().",UTF-8,NA,NA,NA,NA,NA,NA,Nicolas Huber <info.huber@aol.de>,NA,2024-02-19 11:13:18 UTC; Bus Driver,NA,NA,NA,NA,Curly Braces for 'ggplot2',Package,NA,NA,NA,NA,NA,NA,2024-02-20,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggbrace,TRUE,TRUE,TRUE,FALSE,2
ggbrain,0.8.1,NA,R (>= 3.5.0),"Matrix, RNifti, checkmate, data.table, dplyr, ggplot2,
ggnewscale, ggrepel, glue, imager, patchwork, rlang, tibble,
tidyr, tidyselect, Rcpp","Rcpp, RcppArmadillo","knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,d9256f4438cd512ed66090f809148c10,yes,NA,"Michael Hallquist [aut, cre] (<https://orcid.org/0000-0001-5894-8038>)","
    person(""Michael"", ""Hallquist"", , ""michael.hallquist@gmail.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0001-5894-8038""))",NA,https://github.com/michaelhallquist/ggbrain/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-21,2023-03-21 18:00:05 UTC,"A 'ggplot2'-consistent approach to generating 2D displays of  volumetric brain imaging data.
  Display data from multiple NIfTI images using standard 'ggplot2' conventions such scales, limits, and
  themes to control the appearance of displays. The resulting plots are returned as 'patchwork' objects,
  inheriting from 'ggplot', allowing for any standard modifications of display aesthetics supported by 'ggplot2'.",UTF-8,NA,NA,NA,NA,NA,NA,Michael Hallquist <michael.hallquist@gmail.com>,NA,2023-03-21 17:36:10 UTC; hallquist,NA,NA,NA,NA,"Create Images of Volumetric Brain Data in NIfTI Format Using
'ggplot2' Syntax",Package,https://michaelhallquist.github.io/ggbrain/,NA,knitr,NA,NA,NA,2023-03-21,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggbrain,TRUE,TRUE,TRUE,FALSE,2
